pdate,pdate 2,marka,cheader,cheader 2,comments,comments_stemmed
Mar 24,2011,Passat PGS 1.8L Turbo,Oil Sludge Resulting In Engine Failure,"113,000 miles","I got this car (2002 Passat 1.8T) from a car dealer, who said he bought it from an auction. I put 1200 miles on it after getting the car, and the car ran fine for a while and then suddenly I saw oil spill wherever I park it. I pulled the oil dipstick put and it has a sludge that looks like white chocolate color viscous fluid all over the dipstick when I pulled it out, I took it to a mechanic after his inspection, he said the history is someone turned the turbo off and there are multiple places where he can see the oil leak. he said its going to cost a lot to repair it so I asked him to take an engine from a salvage yard and just switch it, lets see what he comes up with. Never a Volkswagen again........what a piece of crap I bought, even the VW dealership says the car is a fine buy after looking a it for any faults.","['got', 'car', '2002', 'passat', '18t', 'car', 'dealer', 'said', 'bought', 'auction', 'put', '1200', 'mile', 'get', 'car', 'car', 'ran', 'fine', 'suddenli', 'saw', 'oil', 'spill', 'wherev', 'park', 'pull', 'oil', 'dipstick', 'put', 'sludg', 'look', 'like', 'white', 'chocol', 'color', 'viscou', 'fluid', 'dipstick', 'pull', 'took', 'mechan', 'inspect', 'said', 'histori', 'someon', 'turn', 'turbo', 'multipl', 'place', 'see', 'oil', 'leak', 'said', 'go', 'cost', 'lot', 'repair', 'ask', 'take', 'engin', 'salvag', 'yard', 'switch', 'let', 'see', 'come', 'never', 'volkswagen', 'againwhat', 'piec', 'crap', 'bought', 'even', 'vw', 'dealership', 'say', 'car', 'fine', 'buy', 'look', 'fault']"
Oct 13,2009,Passat 1.8L Turbo,Oil Sludge Resulting In Engine Failure,"76,000 miles","The car started taking several times to start, and the camshaft position sensor threw an error. We replaced the sensor, but the problem persisted. Eventually we were driving home and the car just shut off. The engine was completely destroyed and we had to replace it.","['car', 'start', 'take', 'sever', 'time', 'start', 'camshaft', 'posit', 'sensor', 'threw', 'error', 'replac', 'sensor', 'problem', 'persist', 'eventu', 'drive', 'home', 'car', 'shut', 'engin', 'complet', 'destroy', 'replac']"
Dec 21,2010,Passat 1.8L,Oil Sludge Resulting In Engine Failure,"119,484 miles","I do not know anything about cars. I just knew something was wrong. I DROVE the car to the mechanic, and left it. They called me a few days later and said they did some research online and that it was an oil sludge buildup problem that would be easy to fix. Would run about $500. A week later they called and told me the timing belt was broken, and that the oil sludge stopped the cam shaft and froze the lifters. They also said that now the car will not even start and that I need a new engine. They could get me a used one for $2,500 and with $1,500 in labor, I could have the car back for around $4,000. OR that I could give them $300 for what they did do and tow the car home. Now my question is this... From what I've found out, if the timing belt was broken, I would not have been able to drive my car to them in the first place. I'm just so upset and really do not know how to talk to these mechanics and basically need some advice... They intimidate me and I really feel as if they are taking advantage of me.","['know', 'anyth', 'car', 'knew', 'someth', 'wrong', 'drove', 'car', 'mechan', 'left', 'call', 'day', 'later', 'said', 'research', 'onlin', 'oil', 'sludg', 'buildup', 'problem', 'would', 'easi', 'fix', 'would', 'run', '500', 'week', 'later', 'call', 'told', 'time', 'belt', 'broken', 'oil', 'sludg', 'stop', 'cam', 'shaft', 'froze', 'lifter', 'also', 'said', 'car', 'even', 'start', 'need', 'new', 'engin', 'could', 'get', 'use', 'one', '2500', '1500', 'labor', 'could', 'car', 'back', 'around', '4000', 'could', 'give', '300', 'tow', 'car', 'home', 'question', 'ive', 'found', 'time', 'belt', 'broken', 'would', 'abl', 'drive', 'car', 'first', 'place', 'im', 'upset', 'realli', 'know', 'talk', 'mechan', 'basic', 'need', 'advic', 'intimid', 'realli', 'feel', 'take', 'advantag']"
Sep 13,2010,Passat 1.8L Turbo,Oil Sludge Resulting In Engine Failure,"120,000 miles","bought the 2002 VW Passat Feb 3,2010..bought extended warranty for it..did oil changes and maintained my car with extented warranty expectations. was driving the car and it just STOPPED completley..took it in warranty was denied.. now i read this and the oil sludge has never crossed my mined so i thought previous owners did not maintaine vehical .now by reading all of this complaints i realize its not the previous owners it the whole manufactor who has failed to do the RECALL on the probleme...somebody has to pay to repair our vehicals ...we try to protect ourselfs well in my case with warranty and even at that they fail so now i'm paying a car i can NOT DRIVE ...And still have to carry a note .","['bought', '2002', 'vw', 'passat', 'feb', '32010bought', 'extend', 'warranti', 'itdid', 'oil', 'chang', 'maintain', 'car', 'extent', 'warranti', 'expect', 'drive', 'car', 'stop', 'completleytook', 'warranti', 'deni', 'read', 'oil', 'sludg', 'never', 'cross', 'mine', 'thought', 'previou', 'owner', 'maintain', 'vehic', 'read', 'complaint', 'realiz', 'previou', 'owner', 'whole', 'manufactor', 'fail', 'recal', 'problemesomebodi', 'pay', 'repair', 'vehic', 'tri', 'protect', 'ourself', 'well', 'case', 'warranti', 'even', 'fail', 'im', 'pay', 'car', 'drive', 'still', 'carri', 'note']"
Aug 28,2010,Passat 1.8L Turbo,Oil Sludge Resulting In Engine Failure,"150,000 miles","I am the second owner of this vehicle and have received some recall notices on it, but never anything about sludge engine problems. This is the third time this problem has happened since I have owned my Passat. Nov. 13, 2006, Nov. 24, 2009, Aug. 28, 2010. When will there be a class action suit? VW clearly knows there is a problem and wants brand loyalty. What about customer loyalty and doing the Right thing and fixing the problem so is does not affect our engines!!!","['second', 'owner', 'vehicl', 'receiv', 'recal', 'notic', 'never', 'anyth', 'sludg', 'engin', 'problem', 'third', 'time', 'problem', 'happen', 'sinc', 'own', 'passat', 'nov', '13', '2006', 'nov', '24', '2009', 'aug', '28', '2010', 'class', 'action', 'suit', 'vw', 'clearli', 'know', 'problem', 'want', 'brand', 'loyalti', 'custom', 'loyalti', 'right', 'thing', 'fix', 'problem', 'affect', 'engin']"
May 19,2010,Passat Sedan 1.8t,Oil Sludge Resulting In Engine Failure,"108,235 miles","VW passat needs to get in touch those who own a 2002 VW Passat 1.8T, because it is ridiculous what is going on with these cars, this way their market and consumer demand will drop sky rocketing down the hill if nothing will be done to compensate what we as consumers have to go through. If there is any other group that is getting votes together. please let me know, and i wanna be part of it, this is not how business is being done! Supposed to be about consumer satisfaction, is there such a thing anymore, or just to make a sale and see you later. If you are a car maker than you should stand behind your product and make sure what you do will serve the consumer not other way around, where you still end up making money by consumers ordering parts every other day, and this is not the way we can be safe on the road, this will just cause more accidents and others will be in danger! LETS DO SOMETHING ABOUT IT!","['vw', 'passat', 'need', 'get', 'touch', '2002', 'vw', 'passat', '18t', 'ridicul', 'go', 'car', 'way', 'market', 'consum', 'demand', 'drop', 'sky', 'rocket', 'hill', 'noth', 'done', 'compens', 'consum', 'go', 'group', 'get', 'vote', 'togeth', 'pleas', 'let', 'know', 'wan', 'na', 'part', 'busi', 'done', 'suppos', 'consum', 'satisfact', 'thing', 'anymor', 'make', 'sale', 'see', 'later', 'car', 'maker', 'stand', 'behind', 'product', 'make', 'sure', 'serv', 'consum', 'way', 'around', 'still', 'end', 'make', 'money', 'consum', 'order', 'part', 'everi', 'day', 'way', 'safe', 'road', 'caus', 'accid', 'other', 'danger', 'let', 'someth']"
Jan 05,2009,Passat 1.8L T,Oil Sludge Resulting In Engine Failure,"83,000 miles",Let's just call a spade a spade - the 2002 Passat is a piece of  !,"['let', 'call', 'spade', 'spade', '2002', 'passat', 'piec']"
Jan 20,2010,Passat 1.8L Turbo,Oil Sludge Resulting In Engine Failure,"104,000 miles","I had just bought this car and have a $3,500 loan. I now have a car loan for a car I cannot drive. VW should be ashamed to have produced a product like this! I will never by another VW car and will tell everyone who will listen that they should avoid VWs. Let me know if there is a lawsuit. VW should be paying for a new engine because they have known about this problem.","['bought', 'car', '3500', 'loan', 'car', 'loan', 'car', 'drive', 'vw', 'asham', 'produc', 'product', 'like', 'never', 'anoth', 'vw', 'car', 'tell', 'everyon', 'listen', 'avoid', 'vw', 'let', 'know', 'lawsuit', 'vw', 'pay', 'new', 'engin', 'known', 'problem']"
Mar 21,2010,Passat,Oil Sludge Resulting In Engine Failure,"50,000 miles","I bought this car for my daughter in 2002 when she was a sophomore in high school hoping this would take her through college.  I also bought the fidelity insurance policy as well as oil changes.  My daughter took the car to the dealer for the oil changes and the dealership USED REGULAR OIL!!!!  At 50,000 miles the engine had to be replaced.....Neither VW or Fidelity Insurance would bear the cost of repayment.....a few oil changes were not in what they called a timely manner.....whatever....the wrong oil was used and neither the company, dealership, or insurance company would man-up....we still have the car....and always making costly repairs.....what a piece of junk","['bought', 'car', 'daughter', '2002', 'sophomor', 'high', 'school', 'hope', 'would', 'take', 'colleg', 'also', 'bought', 'fidel', 'insur', 'polici', 'well', 'oil', 'chang', 'daughter', 'took', 'car', 'dealer', 'oil', 'chang', 'dealership', 'use', 'regular', 'oil', '50000', 'mile', 'engin', 'replacedneith', 'vw', 'fidel', 'insur', 'would', 'bear', 'cost', 'repaymenta', 'oil', 'chang', 'call', 'time', 'mannerwhateverth', 'wrong', 'oil', 'use', 'neither', 'compani', 'dealership', 'insur', 'compani', 'would', 'manupw', 'still', 'carand', 'alway', 'make', 'costli', 'repairswhat', 'piec', 'junk']"
Feb 11,2010,Passat 1.8t,Oil Sludge Resulting In Engine Failure,"150,000 miles","Never in all my working of vehicles have I had such a pain in the ass of changing an oil pump. What the Hell???? remove the front bumper? ok. Now pull the entire front assembly away from the body? Ifyou say so. It took some extra steps, but I did finally find the root of the problem to my oil pressure problem. The oil lift tube has a screen in it that had become restricted with the crystalized particles (sludge?) of oil. Poor design only gives approx 2.5 square inches of screen to pass through. Anyway, we removed the pump and lift tube. I went ahead and replaced the pump since I was in there. The lift tube was let soak in carb. cleaning solution, then cleaned. Same was done for the oil pan interior. I saw signs of low oil use in the pan, which I believe was a catalyst to my problem. Bottom line: A little elbo grease and frustration saved me thousands of dollars. Hope this gives some insite to what is being seen in these engines.","['never', 'work', 'vehicl', 'pain', 'ass', 'chang', 'oil', 'pump', 'hell', 'remov', 'front', 'bumper', 'ok', 'pull', 'entir', 'front', 'assembl', 'away', 'bodi', 'ifyou', 'say', 'took', 'extra', 'step', 'final', 'find', 'root', 'problem', 'oil', 'pressur', 'problem', 'oil', 'lift', 'tube', 'screen', 'becom', 'restrict', 'crystal', 'particl', 'sludg', 'oil', 'poor', 'design', 'give', 'approx', '25', 'squar', 'inch', 'screen', 'pass', 'anyway', 'remov', 'pump', 'lift', 'tube', 'went', 'ahead', 'replac', 'pump', 'sinc', 'lift', 'tube', 'let', 'soak', 'carb', 'clean', 'solut', 'clean', 'done', 'oil', 'pan', 'interior', 'saw', 'sign', 'low', 'oil', 'use', 'pan', 'believ', 'catalyst', 'problem', 'bottom', 'line', 'littl', 'elbo', 'greas', 'frustrat', 'save', 'thousand', 'dollar', 'hope', 'give', 'insit', 'seen', 'engin']"
Jan 12,2010,Passat 1.8L,Oil Sludge Resulting In Engine Failure,"76,000 miles",Volkswagen is aware of this design problem so they extended the warranty for eight years from date of purchase for those who have proper records of car maintenance history. The problem is oil sludge is building up and destroying oil pump and then engine. Fix is an engine replacement which is more than the current blue book value of car. I am eight years plus 20 days so they will not cover damage to car. I now have a worthless car. I am looking to see about a class action suit. Please contact me if you have any information regarding this. Trish B,"['volkswagen', 'awar', 'design', 'problem', 'extend', 'warranti', 'eight', 'year', 'date', 'purchas', 'proper', 'record', 'car', 'mainten', 'histori', 'problem', 'oil', 'sludg', 'build', 'destroy', 'oil', 'pump', 'engin', 'fix', 'engin', 'replac', 'current', 'blue', 'book', 'valu', 'car', 'eight', 'year', 'plu', '20', 'day', 'cover', 'damag', 'car', 'worthless', 'car', 'look', 'see', 'class', 'action', 'suit', 'pleas', 'contact', 'inform', 'regard', 'trish', 'b']"
Aug 12,2020,Focus,Bad Hesitation/Jerking When Starting From A Stop Position,"54,378 miles","It's just getting worse - even when I'm just taking off from a stop light the jerking is getting worse and I've read that's there's a recall on them. What do I need to do so I can get it fixed without me having to pay for it, and where do I need to go?","['get', 'wors', 'even', 'im', 'take', 'stop', 'light', 'jerk', 'get', 'wors', 'ive', 'read', 'that', 'there', 'recal', 'need', 'get', 'fix', 'without', 'pay', 'need', 'go']"
Jul 21,2022,Focus 4 cyl,Bad Hesitation/Jerking When Starting From A Stop Position,"79,000 miles",It's really disappointing that Ford let this car just out there - it's an embarrassment to the American car.,"['realli', 'disappoint', 'ford', 'let', 'car', 'embarrass', 'american', 'car']"
Jan 12,2022,Focus,Bad Hesitation/Jerking When Starting From A Stop Position,"81,000 miles","My Ford Focus has been causing problems for me for 6 months now all because of the powershift transmission. I have a dual-clutch Bad Hesitation/Jerking When Starting From A Stop Position that has been shuddering whenever I come out of a stopping position, and it won't reverse at all now, and it just grinds all the time. Taking it to a mechanic couldn't even solve the problem and I'm just tired of Ford and their annoying transmission problems they can't seem to ever fix. Ford needs to figure out their transmission issues because I'm sick and tired of these Ford vehicles.","['ford', 'focu', 'caus', 'problem', '6', 'month', 'powershift', 'transmiss', 'dualclutch', 'bad', 'hesitationjerk', 'start', 'stop', 'posit', 'shudder', 'whenev', 'come', 'stop', 'posit', 'wont', 'revers', 'grind', 'time', 'take', 'mechan', 'couldnt', 'even', 'solv', 'problem', 'im', 'tire', 'ford', 'annoy', 'transmiss', 'problem', 'cant', 'seem', 'ever', 'fix', 'ford', 'need', 'figur', 'transmiss', 'issu', 'im', 'sick', 'tire', 'ford', 'vehicl']"
