,pdate,pdate 2,marka,cheader,cheader 2,comments
101,May 02,2020,Town & Country V6,TIPM Failure. Would Not Start,"125,000 miles","['second', 'time', 'irs', '50000', 'mile', 'since', 'got', 'car', 'canât', 'chrysler', 'make', 'decent', 'part', 'want', 'restitution']"
102,Oct 28,2017,Town & Country,TIPM Failure. Would Not Start,"100,000 miles","['chrysler', 'really', 'need', 'step', 'take', 'care', 'tipm', 'issue', 'van', 'nice', 'terrible', 'think', 'one', 'thing', 'caused', 'many', 'issue']"
103,Aug 11,2019,Town & Country V6,TIPM Failure. Would Not Start,"93,500 miles","['tipm', 'failure', 'resulted', 'stuck', 'extra', 'night', 'near', 'ottawa', 'canada', 'vacation', 'cincinnati', 'cost', 'extra', 'night', 'hotel', 'plus', 'towing', 'plus', 'hour', 'diagnostic', 'testing', 'canadian', 'tire', 'testing', 'verified', 'alternator', 'starter', 'battery', 'great', 'condition', 'symptom', 'exactly', 'match', 'defective', 'tipm', 'particularly', 'fuel', 'relay', 'defect', 'car', 'stalled', 'driving', 'away', 'canadian', 'tire', 'car', 'continued', 'fail', 'start', 'first', 'attempt', 'condition', 'found', 'possible', 'start', '3rd', 'attempt', 'transmission', 'neutral', 'extremely', 'stressful', '850', 'mile', 'home', 'across', 'international', 'border', 'car', 'cant', 'relied', 'tried', 'calling', 'numerous', 'chryslerdodgejeep', 'dealer', 'well', 'independent', 'repair', 'shop', 'none', 'availability', 'even', 'attempt', 'replace', 'tipm', 'within', '10', 'day', 'advised', 'tipm', 'cant', 'diy', 'replaced', 'either', 'due', 'need', 'programming', 'chrysler', 'definitely', 'emergency', 'classification', 'let', 'people', 'stranded', 'far', 'home', 'get', 'urgent', 'priority', 'repair']"
104,Dec 15,2015,Town & Country Limited-L 3.6L 6v,TIPM Failure. Would Not Start,"80,000 miles","['bought', '2011', 'chrysler', 'tc', 'june', '0f', '2014', '2nd', 'owner', 'van', 'approx', '60000miles', 'bought', 'purchased', 'extended', 'warranty', 'purchase', 'primary', 'driver', 'van', 'aug', '2015', 'started', 'issue', 'van', 'intermittent', 'electrical', 'issue', 'battery', 'replaced', 'alternator', 'tested', 'tested', 'good', 'problem', 'seemed', 'resolved', 'started', 'intermitten', 'issue', 'end', 'oct', 'beg', 'nov', 'biggest', 'intermitten', 'issuesboth', 'time', 'starting', 'took', 'code', 'read', 'see', 'throwing', 'code', 'however', 'check', 'always', 'came', 'back', 'code', 'problem', 'progressed', 'van', 'stalled', 'middle', '45mph', 'road', 'stopped', 'red', 'light', 'kid', 'car', 'day', 'week', 'later', 'stalled', 'neighborhood', 'going', '10mph', 'barely', 'able', 'coast', 'side', 'road', 'eventually', 'get', 'restart', 'week', 'later', 'went', 'every', 'day', 'week', 'going', 'take', 'kid', 'school', 'able', 'start', 'van', 'everyday', 'issue', 'harder', 'harder', 'get', 'start', 'stay', 'started', 'would', 'finally', 'start', 'took', 'dealership', '12515', 'leave', 'repaired', 'van', 'point', 'feel', 'van', 'safe', 'daily', 'commuting', 'dealership', 'proceeded', 'tell', 'fuel', 'pump', 'kindly', 'disagreed', 'told', 'tipm', 'could', 'go', 'ahead', 'replace', 'fuel', 'pump', 'going', 'ensure', 'van', '100', 'fixed', 'safe', 'gave', 'back', 'called', 'day', 'later', 'informed', 'indeed', 'tipm', 'would', 'need', 'order', 'new', 'one', 'replaced', 'reprogrammed', '121515i', 'actually', 'purchased', 'van', 'august', '2014', 'june']"
105,Jan 28,2019,Town & Country Limited 3.6L V6,TIPM Failure. Would Not Start,"100,201 miles","['van', 'starting', 'remote', 'start', 'rather', 'push', 'button', 'code', 'indicating', 'camshaft', 'position', 'sensor', 'bank', '2', 'bank', '2', 'replaced', 'misfire', 'cylinder', '6', 'replaced', 'coil', 'plug', 'tire', 'pressure', 'sensor', 'also', 'intermittent', 'finally', 'today', 'total', 'bed', 'towing', 'dealer', 'told', 'tipm', 'replacement', 'needed', 'given', 'learned', 'previous', 'issue', 'may', 'related', 'directly', 'part', '150000', 'price', 'tag', 'given', 'chrysler', 'already', 'admitted', 'problem', 'suv', 'covered', 'repair', '40000', 'minivan']"
106,Oct 04,2018,Town & Country Touring 3.6L,TIPM Failure. Would Not Start,"124,000 miles","['wife', 'called', 'said', 'van', 'would', 'start', 'one', 'morning', 'would', 'crank', 'start', 'take', 'truck', 'day', 'got', 'home', 'work', 'started', 'right', 'drove', 'work', 'next', 'week', 'problem', 'drove', 'work', 'couple', 'day', 'didnt', 'start', 'looked', 'common', 'crank', 'start', 'problem', 'found', 'info', 'tipm', 'issue', 'great', 'fuel', 'pump', 'relay', 'bypass', 'worked', 'great', 'november', 'got', 'cold', 'would', 'start', 'fine', 'garage', 'sitting', 'outside', 'work', 'would', 'try', '4', '5', 'time', 'start', 'crank', 'start', 'sitting', 'garage', 'waiting', 'oil', 'filter', 'housing', 'part', 'oil', 'leak']"
107,Jun 01,2015,Town & Country LX V6,TIPM Failure. Would Not Start,"47,000 miles","['2011', 'chrysler', 'town', 'country', 'minivan', 'started', 'electrical', 'power', 'problem', '45k', 'mile', 'air', 'light', 'would', 'randomly', 'come', 'van', 'battery', 'would', 'dead', 'took', 'test', 'battery', 'autozone', 'mechanic', 'stated', 'alternator', 'battery', 'goodi', 'took', 'dealer', 'automatic', 'door', 'would', 'open', 'stuck', 'told', 'believed', 'overall', 'computerpower', 'issue', 'sent', 'away', 'saying', 'sliding', 'door', 'motor', 'needed', 'replaced', 'costing', 'thousand', 'dollar', 'didnt', 'replace', 'felt', 'like', 'overall', 'problem', 'feel', 'like', 'multiple', 'problem', 'going', 'time', 'day', 'different', 'time', 'battery', 'completely', 'dead', 'screeching', 'belt', 'car', 'acting', 'like', 'wont', 'start', '7', 'minute', 'trying', 'key', 'fob', 'working', 'able', 'start', 'car', 'replace', 'battery', 'key', 'fob', 'didnt', 'help', 'mechanic', 'said', 'probably', 'van', 'computer', 'issue', 'fuse', 'replaced', 'battery', 'fuse', 'well', 'belt', 'pulley', 'battery', 'connectionsi', 'frustrated', 'see', 'make', 'model', 'vehicle', 'many', 'complaint', 'problem', 'want', 'open', 'lawsuit', 'single', 'mom', 'going', 'domestic', 'violencechild', 'abuse', 'case', 'ex', 'money', 'get', 'new', 'vehicle']"
108,Sep 03,2018,Town & Country,TIPM Failure. Would Not Start,"115,000 miles","['issue', 'started', '2015', 'electrical', 'issue', 'involving', 'battery', 'shop', 'time', 'time', 'fix', 'thing', 'actual', 'problem', 'annoying', 'issue', 'wouldnt', 'keep', 'u', 'long', 'current', 'issue', 'dangerous', 'ridiculous', 'going', 'year', 'began', 'coming', 'back', 'car', 'find', 'window', 'rolling', 'door', 'back', 'hatch', 'opened', 'wide', 'longer', 'run', 'several', 'errand', 'time', 'leave', 'anything', 'valuable', 'vehicle', 'case', 'door', 'decide', 'open', 'also', 'driving', 'dash', 'board', 'radio', 'air', 'conditioner', 'thing', 'electrically', 'ran', 'shut', 'nothing', 'turn', 'back', 'accelerate', 'vehicle', 'click', 'back', 'second', 'minute', 'lateri', '4', 'child', 'work', 'full', 'time', 'job', 'busy', 'household', 'disappointing', 'van', 'known', 'reliable', 'family', 'vehicle', 'given', 'many', 'headache', 'clearly', 'wear', 'tare', 'recalled', 'chrysler', 'brand']"
109,Aug 28,2018,Town & Country,TIPM Failure. Would Not Start,"106,000 miles","['august', '28', '2018', 'went', 'start', 'vehicle', 'shopping', 'van', 'would', 'start', 'sounded', 'like', 'wanted', 'start', 'wouldnt', 'ended', 'starting', 'issue', 'starting', 'became', 'intermittent', 'safety', 'dependability', 'concern', 'took', 'vehicle', 'local', 'automotive', 'shop', 'recommended', 'taking', 'dealership', 'believed', 'module', 'issue', 'said', 'fuel', 'filter', 'fuel', 'pump', 'looked', 'fine', 'vehicle', 'towed', 'dealership', 'probably', 'couldve', 'got', 'vehicle', 'start', 'several', 'try', 'wasnt', 'sure', 'wrong', 'didnt', 'know', 'would', 'stop', 'driving', 'vehicle', 'got', 'dealership', 'kept', 'diagnose', 'called', 'u', 'following', 'day', 'told', 'u', 'would', 'need', 'replace', 'fuel', 'pump', 'total', 'cost', '843they', 'called', 'saturday', 'september', '1st', 'let', 'u', 'know', 'ready', 'pick', 'got', 'dealership', 'started', 'vehicle', 'problem', 'persisted', 'dropped', 'first', 'place', 'today', 'september', '4th', 'received', 'call', 'dealership', 'saying', 'placed', 'original', 'fuel', 'pump', 'back', 'vehicle', 'diagnosed', 'tipm', 'failure', 'cost', 'increase', '111100', 'vehicle', 'supposed', 'completed', 'tomorrow', 'main', 'concern', 'many', 'chrysler', 'product', 'tipm', 'issue', 'hasnt', 'recalledother', 'chrysler', 'product', '2011s', 'town', 'country', 'recalled', 'issue', 'petition', 'denied', 'really', 'wish', 'people', 'would', 'due', 'diligence', 'report', 'thing', 'could', 'save', 'many', 'u', 'hassle', 'also', 'save', 'consumer', 'moneyand', 'importantly', 'make', 'chrysler', 'stand', 'behind', 'product']"
110,Jul 24,2018,Town & Country,TIPM Failure. Would Not Start,"65,000 miles","['tipms', 'replaced', 'theyre', 'crap', 'engine', 'wont', 'start', 'light', 'go', 'crazy', 'batter', 'drain', 'fuel', 'pump', 'burnout', 'alternator', 'burn', 'engine', 'dy', 'van', 'accident', 'waiting', 'happen']"
111,Aug 19,2018,Town & Country,TIPM Failure. Would Not Start,"70,000 miles","['without', 'vehicle', '3', 'week', 'tech', 'tried', 'solve', 'problem', 'first', 'told', 'u', 'engine', 'replaced', 'still', 'start', 'issue', 'told', 'u', 'crankshaft', 'sensor', 'replaced', 'still', 'issue', 'finally', 'figured', 'faulty', 'fuel', 'relay', 'van', 'good', 'spent', '5000', 'resolving', 'issue', 'would', '1100', 'replaced', 'tipm', 'instead', 'bypassing']"
112,Mar 15,2025,Sorento SX 3.3L,Engine Blown,"55,145 miles","['little', 'old', 'lady', 'vehicle', 'original', 'owner', 'service', 'done', 'needed', '55145', 'mile', 'engine', 'failing', 'kia', 'say', 'warranty', 'effect', 'bullshit', 'customer', 'never', 'got', 'notice', 'letter', 'mail', 'right', 'woman', 'fixed', 'income', 'going', 'get', 'money', 'fix', '15k', 'sitting', 'around', 'help', 'advice', 'would', 'helpful']"
113,Feb 10,2025,Sorento 4 cyl,Engine Blown,"130,000 miles","['engine', 'died', 'according', 'kia', 'mechanic', 'bad', 'connector', 'rod', 'bearing', 'went', 'bad']"
114,Nov 13,2020,Sorento Sport V6,Engine Blown,"105,000 miles","['blown', 'head', 'gasket', 'extended', 'warranty', 'fixed', 'portion', '33500', '5', 'month', 'later', 'ring', 'went', 'completely', 'cost', 'replace', 'engine', 'used', '63000', 'engine', '8700']"
115,Aug 16,2022,Sorento SX 3.3L,Engine Blown,"92,118 miles","['vacation', 'gaspã', 'area', '950km', 'away', 'home', 'engine', 'v6', '33l', 'failed', 'completed', 'terrible', 'knocking', 'noise', 'managed', 'get', 'vehicle', 'kia', 'dealership', 'gaspã']"
116,Apr 29,2022,Sorento EX 3.3L V6,Engine Blown,"119,000 miles","['bought', 'used', '2014', '33l', 'v6', 'kia', 'sorento', 'ex', 'hadnt', 'even', 'driven', '1000', 'mile', 'started', 'heating', 'took', 'thermostat', 'replaced', 'fine', 'week', 'started', 'heating', 'told', 'blown', 'head', 'gasket', 'ok', 'understand', 'bad', 'luck', 'sometimes', 'happens', 'repair', 'discovered', 'head', 'bolt', 'thread', 'stripped', 'aluminum', 'block', 'would', 'engine', 'replacement', 'kia', 'quoted', 'price', '1150000', 'still', 'owe', '1300000', 'car', 'bought', 'dont', 'know', 'going', 'financial', 'disaster', 'cant', 'recover']"
117,May 08,2022,Sorento LX 3.2L V6,Engine Blown,"100,000 miles","['car', 'began', 'knock', 'took', 'mechanic', 'stated', 'engine', 'blown', 'called', 'local', 'dealership', 'kia', 'sorry', 'youre', 'second', 'owner', 'warranty', 'estimated', 'cost', 'replace', 'engine', '7k']"
118,Oct 09,2021,Sorento 2.4L,Engine Blown,"140,000 miles","['driving', 'time', 'check', 'engine', 'light', 'came', 'dash', 'board', 'immediately', 'stopped', 'car', 'tuened', 'engine', 'proceeded', 'look', 'hood', 'obvious', 'issue', 'didnt', 'see', 'anything', 'tried', 'restart', 'car', 'luck', 'car', 'never', 'ran', 'still', 'owe', 'car', 'longer', 'run', 'taken', '2', 'different', 'mechanic', 'stated', 'engine', 'locked', 'car']"
119,Dec 23,2020,Sorento LX V6,Engine Blown,"104,500 miles","['bought', 'car', '3', 'year', 'ago', 'today', 'told', 'engine', 'fell', 'apart', 'would', 'cost', '13000', 'fix', 'thing', 'frustrating', 'scary', 'warning', 'light', 'nothing', 'indicate', 'issue', 'took', 'regular', 'maintenance', 'would', 'addressed', 'issue', 'knew', 'one', 'minute', 'itâs', 'fine', 'next', 'engine', 'need', 'replaced']"
120,Dec 07,2020,Sorento LX 3.3L V6,Engine Blown,"155,048 miles","['problem', 'started', 'decided', 'start', 'taking', 'sorento', 'lx', 'v6', '33l', 'dealership', 'shop', 'make', 'sure', 'get', 'serviced', 'right', 'professional', 'least', 'two', 'consecutive', 'maybe', 'three', 'time', 'oil', 'change', 'kia', 'dealership', 'told', 'little', 'oil', 'left', 'motor', 'confused', 'first', 'time', 'heard', 'used', 'good', 'year', 'firestone', 'couple', 'local', 'shop', 'service', 'car', 'previously', 'vehicle', 'making', 'rattling', 'noise', 'coming', 'engine', 'shortly', 'getting', 'oil', 'change', 'took', 'back', 'dealership', 'shop', 'service', 'advisor', 'tell', 'im', 'low', 'oil', 'said', 'could', 'low', 'oil', 'serviced', 'shop']"
121,Sep 22,2019,Sorento V6,Engine Blown,"86,130 miles","['engine', 'blow', 'kia', 'sorento', 'due', 'factory', 'recall', 'engine', 'block', 'kia', 'refusing', 'honor', 'recall', 'give', 'compensation', 'car', 'shop', '5', 'week', 'replacement', 'car', 'offer', 'kia', 'aid', 'nothing', 'still', 'yet', 'get', 'back', 'take', 'auto', 'body', 'shop', 'kia', 'wanted', 'almost', '9', 'grand', 'also', 'rebuilt', '0', 'mile', 'engine', 'furious', 'kia', 'never', 'recommend', 'anyone']"
122,Jul 30,2018,Sorento LX 4,Engine Blown,"90,000 miles","['engine', 'inspected', 'warranty', 'recall', 'service', 'guy', 'told', 'u', 'could', 'replace', 'time', 'wait', 'see', 'happens', 'thought', 'vehicle', 'seemed', 'ok', 'driving', 'freeway', 'less', 'ten', 'minute', 'home', 'vehicle', 'shut', 'smoke', 'entered', 'cab', 'fire', 'seen', 'coming', 'engine', 'compartment', 'hood', 'coasted', 'car', 'past', 'ramp', 'started', 'exit', 'vehicle', 'dangerous', 'moving', 'car', 'traffic', 'could', 'see', 'windshield', 'roll', 'window', 'engine', 'seized', 'smoke', 'stopped', 'car', 'would', 'restart', 'called', 'tow', 'truck', 'car', 'towed', 'home']"
123,Nov 17,2018,Sorento LX 4.6L Gdi V4,Engine Blown,"118,118 miles","['first', 'documented', 'attempt', 'engine', 'replaced', 'due', 'sc147', 'recall', '96700', 'mile', 'dealer', 'fix', 'problem', 'kia', 'brought', 'dealership', '45', 'complaint', 'engine', 'symptom', 'related', 'sc147', 'recall', 'approximately', '116000k', 'engine', 'completely', 'shut', 'driving', 'highway']"
124,Dec 24,2018,Sorento LX V6,Engine Blown,"113,000 miles","['took', '2014', 'sorento', 'recall', 'check', 'friday', 'december', '21', '2018', 'told', '3', '2', 'part', 'replacement', '1', 'metal', 'check', 'engine', 'told', 'complimentary', 'oil', 'change', 'said', 'everything', 'checked', 'sent', 'way', 'noticed', 'immediately', 'one', 'head', 'light', 'husband', 'fix', 'problem', 'didnt', 'pay', 'mind', 'christmas', 'weekend', 'didnt', 'much', 'besides', 'drive', 'mile', 'store', 'car', 'mostly', 'sat', 'christmas', 'eve', 'headed', 'see', 'family', 'far', 'maybe', '15', 'mile', 'noticed', 'engine', 'making', 'noise', 'didnt', 'sound', 'great', 'thought', 'would', 'least', 'make', 'day', 'nope', 'engine', 'completely', 'friggin', 'died', 'side', 'road', '3', 'kid', 'car', '10pm', 'christmas', 'eve', 'kia', 'car', '24', 'hour', 'havent', 'heard', 'word']"
125,Dec 05,2017,Sorento LX 2.4L,Engine Blown,"56,211 miles","['purchased', 'wife', '2014', 'kia', 'sorento', 'back', 'november', '2017', 'local', 'kia', 'dealership', 'suv', 'looked', 'like', 'new', 'around', '50000', 'mile', 'second', 'owner', 'looked', 'like', 'previous', 'owner', 'took', 'care', 'car', 'took', 'home', 'three', 'week', 'later', 'engine', 'blow']"
126,Sep 21,2017,Sorento EX 4W 3.2L V6,Engine Blown,"12,400 miles","['trying', 'get', 'slight', 'miss', 'repaired', 'since', 'first', 'oil', 'change', 'eighteen', '18', 'injector', '4', 'new', 'tire', 'could', 'balance', 'original', 'tire', 'later', 'took', 'new', 'service', 'manager', 'drive', 'agreed', 'something', 'wrong', 'car', 'took', 'scheduled', 'repair', '81317', 'morning', '81417', 'mechanic', 'started', 'motor', 'parking', 'lot', 'filled', 'smoke', 'exhaust', 'motor', 'blew', 'shop']"
127,Jan 15,2016,Sorento ES,Engine Blown,"40,000 miles","['receipt', 'oil', 'change', 'however', 'told', 'kia', 'would', 'honor', 'warranty', 'one', 'oil', 'changed', 'used', 'market', 'oil', 'filter', 'instead', 'kia', 'oil', 'filter', 'car', 'smoke', 'upon', 'acceleration', 'little', 'power', 'told', 'sludge', 'engine', 'need', 'new', 'one', 'afford', '8000', 'repair', 'never', 'trust', 'kia', 'first', 'brand', 'new', 'car', 'upside', 'payment', 'owe', 'worth', 'stuck', 'miserable']"
128,Sep 02,2016,Sorento LX 2.4L 4 cyl,Engine Blown,"35,782 miles","['purchased', '2014', 'kia', 'sorento', 'december', '2014', 'first', 'three', 'service', 'job', 'completed', 'dealership', '99', 'noticed', 'smoke', 'coming', 'tail', 'pipe', 'upon', 'acceleration', 'husband', 'checked', 'oil', 'said', 'fine', 'said', 'needed', 'changing', 'knew', '2k', 'recommended', 'oil', 'change', 'took', 'jiffy', 'lube', 'oil', 'changed', 'monday', '912', 'pulling', 'jiffy', 'lube', 'smoke', 'billowing', 'back', 'car', 'checked', 'oil', 'said', 'oil', 'put', 'oil', 'went', 'straight', 'dealership']"
129,Jul 30,2016,Sorento SXL 3.3L V6 Awd,Engine Blown,"59,506 miles","['driving', 'vehicle', 'amarillotx', 'trip', '100', 'mile', 'live', 'shortly', 'left', 'home', 'ac', 'stopped', 'working', 'would', 'blow', 'warm', 'air', 'appointment', 'following', 'week', 'get', '60000', 'mile', 'service', 'added', 'thing', 'would', 'look', 'working', 'intermittently', 'prior', '55', 'mile', 'trip', 'cruise', 'control', 'set', 'vehicle', 'started', 'losing', 'power', 'warning', 'light', 'indicator', 'problem', 'pulled', 'side', 'highway', 'noticed', 'smoke', 'coming', 'hood', 'wasnt', 'town', '95', 'degree', 'outside', 'phone', 'kia', 'roadside', 'assistance', 'state', 'trooper', 'pulled', 'behind', 'roadside', 'assistance', 'told', 'would', '90', 'minute', 'get', 'tow', 'truck', 'time', 'state', 'trooper', 'told', 'could', 'one', '20', 'minute', 'instead', 'waiting', 'side', 'road', '90', 'minute', 'let', 'trooper', 'get', 'tow', 'vehicle', 'towed', 'dealer', 'bought', 'happened', 'saturday', 'couldnt', 'look', 'monday', 'kia', 'loaner', 'vehicle', 'since', 'stranded', 'due', 'time', 'rent', 'vehicle', 'airport', '300', 'week', 'monday', 'called', 'told', 'would', 'need', 'new', 'engine', 'see', 'kia', 'would', 'cover', '5', 'day', 'later', 'said', 'would', 'cover', 'meantime', 'still', 'pay', 'rental', 'car', 'towed', '30', 'jul', 'finished', '24', 'aug', '7', 'sep', 'still', 'waiting', 'decision', 'kia', 'reimburse', 'tow', 'rental', 'expense', 'told', 'kia', 'would', 'reimburse', '25', 'day', 'rent', 'non', 'kia', 'vehicle', '35', 'day', 'rent', 'kia', 'find', 'rental', 'less', '50', 'day', 'live', 'small', 'town', 'closest', 'rental', 'agency', '30', 'mile', 'away', 'one', 'agency', 'area', 'im', 'lucky', 'even', 'car', 'available', 'let', 'alone', 'kia', 'say', 'think', 'people', 'get', 'picture', 'loved', 'car', 'experience', 'business', 'never', 'buy', 'kia']"
